FIPS,StateName,CntyName,DeerDensityMax,DeerDensityMode
19073,Iowa,Greene County,1,1
19075,Iowa,Grundy County,1,1
19077,Iowa,Guthrie County,1,1
19079,Iowa,Hamilton County,1,1
19081,Iowa,Hancock County,1,1
19083,Iowa,Hardin County,1,1
19085,Iowa,Harrison County,1,1
19087,Iowa,Henry County,2,1
19089,Iowa,Howard County,1,1
19091,Iowa,Humboldt County,1,1
19093,Iowa,Ida County,1,1
19095,Iowa,Iowa County,1,1
19097,Iowa,Jackson County,2,2
19099,Iowa,Jasper County,1,1
19101,Iowa,Jefferson County,2,2
19103,Iowa,Johnson County,1,1
19105,Iowa,Jones County,1,1
19107,Iowa,Keokuk County,2,1
19109,Iowa,Kossuth County,1,1
19111,Iowa,Lee County,2,2
19113,Iowa,Linn County,1,1
19115,Iowa,Louisa County,1,1
19117,Iowa,Lucas County,1,1
19119,Iowa,Lyon County,2,1
19121,Iowa,Madison County,1,1
19123,Iowa,Mahaska County,1,1
19125,Iowa,Marion County,1,1
19127,Iowa,Marshall County,1,1
19129,Iowa,Mills County,2,1
19131,Iowa,Mitchell County,1,1
19133,Iowa,Monona County,1,1
19135,Iowa,Monroe County,1,1
19137,Iowa,Montgomery County,1,1
19139,Iowa,Muscatine County,1,1
19141,Iowa,OBrien County,1,1
19143,Iowa,Osceola County,1,1
19145,Iowa,Page County,1,1
19147,Iowa,Palo Alto County,1,1
19149,Iowa,Plymouth County,2,1
19151,Iowa,Pocahontas County,1,1
19153,Iowa,Polk County,1,1
19155,Iowa,Pottawattamie County,2,1
19157,Iowa,Poweshiek County,1,1
19159,Iowa,Ringgold County,1,1
19161,Iowa,Sac County,1,1
19163,Iowa,Scott County,1,1
19165,Iowa,Shelby County,1,1
19167,Iowa,Sioux County,2,1
19169,Iowa,Story County,1,1
19171,Iowa,Tama County,1,1
19173,Iowa,Taylor County,1,1
19175,Iowa,Union County,1,1
19177,Iowa,Van Buren County,2,2
19179,Iowa,Wapello County,1,1
19181,Iowa,Warren County,1,1
19183,Iowa,Washington County,2,1
19185,Iowa,Wayne County,1,1
19187,Iowa,Webster County,1,1
19189,Iowa,Winnebago County,1,1
19191,Iowa,Winneshiek County,1,1
19193,Iowa,Woodbury County,2,1
19195,Iowa,Worth County,1,1
19197,Iowa,Wright County,1,1
20001,Kansas,Allen County,2,1
20003,Kansas,Anderson County,1,1
20005,Kansas,Atchison County,2,1
20007,Kansas,Barber County,2,1
20009,Kansas,Barton County,1,1
20011,Kansas,Bourbon County,1,1
20013,Kansas,Brown County,2,1
20015,Kansas,Butler County,2,1
20017,Kansas,Chase County,2,1
20019,Kansas,Chautauqua County,3,2
20021,Kansas,Cherokee County,4,2
20023,Kansas,Cheyenne County,1,1
20025,Kansas,Clark County,1,1
20027,Kansas,Clay County,2,1
20029,Kansas,Cloud County,2,1
20031,Kansas,Coffey County,2,1
20033,Kansas,Comanche County,2,1
20035,Kansas,Cowley County,2,1
20037,Kansas,Crawford County,2,1
20039,Kansas,Decatur County,1,1
20041,Kansas,Dickinson County,2,1
20043,Kansas,Doniphan County,2,2
20045,Kansas,Douglas County,2,1
20047,Kansas,Edwards County,1,1
20049,Kansas,Elk County,3,2
20051,Kansas,Ellis County,1,1
20053,Kansas,Ellsworth County,1,1
20055,Kansas,Finney County,1,1
20057,Kansas,Ford County,1,1
20059,Kansas,Franklin County,2,1
20061,Kansas,Geary County,2,2
20063,Kansas,Gove County,1,1
20065,Kansas,Graham County,1,1
20067,Kansas,Grant County,1,1
20069,Kansas,Gray County,1,1
20071,Kansas,Greeley County,1,1
20073,Kansas,Greenwood County,3,1
20075,Kansas,Hamilton County,1,1
20077,Kansas,Harper County,2,1
20079,Kansas,Harvey County,2,1
20081,Kansas,Haskell County,1,1
20083,Kansas,Hodgeman County,1,1
20085,Kansas,Jackson County,1,1
20087,Kansas,Jefferson County,2,1
20089,Kansas,Jewell County,1,1
20091,Kansas,Johnson County,2,2
20093,Kansas,Kearny County,1,1
20095,Kansas,Kingman County,1,1
20097,Kansas,Kiowa County,1,1
20099,Kansas,Labette County,4,1
20101,Kansas,Lane County,1,1
20103,Kansas,Leavenworth County,2,2
20105,Kansas,Lincoln County,1,1
20107,Kansas,Linn County,2,2
20109,Kansas,Logan County,1,1
20111,Kansas,Lyon County,2,1
20113,Kansas,McPherson County,1,1
20115,Kansas,Marion County,2,1
20117,Kansas,Marshall County,2,1
20119,Kansas,Meade County,1,1
20121,Kansas,Miami County,2,1
20123,Kansas,Mitchell County,1,1
20125,Kansas,Montgomery County,3,2
20127,Kansas,Morris County,2,1
20129,Kansas,Morton County,1,1
20131,Kansas,Nemaha County,1,1
20133,Kansas,Neosho County,2,2
20135,Kansas,Ness County,1,1
20137,Kansas,Norton County,1,1
20139,Kansas,Osage County,2,1
20141,Kansas,Osborne County,1,1
20143,Kansas,Ottawa County,2,1
20145,Kansas,Pawnee County,1,1
20147,Kansas,Phillips County,1,1
20149,Kansas,Pottawatomie County,2,1
20151,Kansas,Pratt County,1,1
20153,Kansas,Rawlins County,1,1
20155,Kansas,Reno County,2,1
20157,Kansas,Republic County,2,1
20159,Kansas,Rice County,1,1
20161,Kansas,Riley County,2,1
20163,Kansas,Rooks County,1,1
20165,Kansas,Rush County,1,1
20167,Kansas,Russell County,1,1
20169,Kansas,Saline County,2,1
20171,Kansas,Scott County,1,1
20173,Kansas,Sedgwick County,2,2
20175,Kansas,Seward County,1,1
20177,Kansas,Shawnee County,2,1
20179,Kansas,Sheridan County,1,1
20181,Kansas,Sherman County,1,1
20183,Kansas,Smith County,1,1
20185,Kansas,Stafford County,1,1
20187,Kansas,Stanton County,1,1
20189,Kansas,Stevens County,1,1
20191,Kansas,Sumner County,2,1
20193,Kansas,Thomas County,1,1
20195,Kansas,Trego County,1,1
20197,Kansas,Wabaunsee County,2,1
20199,Kansas,Wallace County,1,1
20201,Kansas,Washington County,2,1
20203,Kansas,Wichita County,1,1
20205,Kansas,Wilson County,3,2
20207,Kansas,Woodson County,3,1
20209,Kansas,Wyandotte County,2,2
21001,Kentucky,Adair County,2,2
21003,Kentucky,Allen County,3,3
21005,Kentucky,Anderson County,3,3
21007,Kentucky,Ballard County,3,3
21009,Kentucky,Barren County,2,2
21011,Kentucky,Bath County,2,2
21013,Kentucky,Bell County,1,1
21015,Kentucky,Boone County,2,2
21017,Kentucky,Bourbon County,2,1
21019,Kentucky,Boyd County,3,3
21021,Kentucky,Boyle County,3,3
21023,Kentucky,Bracken County,2,2
21025,Kentucky,Breathitt County,2,1
21027,Kentucky,Breckinridge County,3,2
21029,Kentucky,Bullitt County,2,2
21031,Kentucky,Butler County,2,2
21033,Kentucky,Caldwell County,2,2
21035,Kentucky,Calloway County,4,4
21037,Kentucky,Campbell County,3,3
21039,Kentucky,Carlisle County,3,3
21041,Kentucky,Carroll County,3,3
21043,Kentucky,Carter County,2,2
21045,Kentucky,Casey County,2,2
21047,Kentucky,Christian County,3,2
21049,Kentucky,Clark County,2,2
21051,Kentucky,Clay County,1,1
21053,Kentucky,Clinton County,3,3
21055,Kentucky,Crittenden County,4,3
21057,Kentucky,Cumberland County,2,2
21059,Kentucky,Daviess County,2,2
21061,Kentucky,Edmonson County,2,2
21063,Kentucky,Elliott County,2,2
21065,Kentucky,Estill County,1,1
21067,Kentucky,Fayette County,3,1
21069,Kentucky,Fleming County,2,2
21071,Kentucky,Floyd County,2,2
21073,Kentucky,Franklin County,4,4
21075,Kentucky,Fulton County,2,2
21077,Kentucky,Gallatin County,4,4
21079,Kentucky,Garrard County,1,1
21081,Kentucky,Grant County,2,2
21083,Kentucky,Graves County,2,2
21085,Kentucky,Grayson County,3,3
21087,Kentucky,Green County,2,2
21089,Kentucky,Greenup County,2,2
21091,Kentucky,Hancock County,4,4
21093,Kentucky,Hardin County,3,2
21095,Kentucky,Harlan County,1,1
21097,Kentucky,Harrison County,3,2
21099,Kentucky,Hart County,3,2
21101,Kentucky,Henderson County,3,2
21103,Kentucky,Henry County,3,3
21105,Kentucky,Hickman County,2,2
21107,Kentucky,Hopkins County,4,2
21109,Kentucky,Jackson County,2,2
21111,Kentucky,Jefferson County,3,2
21113,Kentucky,Jessamine County,3,3
21115,Kentucky,Johnson County,2,2
21117,Kentucky,Kenton County,2,2
21119,Kentucky,Knott County,1,1
21121,Kentucky,Knox County,1,1
21123,Kentucky,Larue County,2,2
21125,Kentucky,Laurel County,1,1
21127,Kentucky,Lawrence County,2,2
21129,Kentucky,Lee County,1,1
21131,Kentucky,Leslie County,1,1
21133,Kentucky,Letcher County,1,1
21135,Kentucky,Lewis County,1,1
21137,Kentucky,Lincoln County,3,2
21139,Kentucky,Livingston County,3,3
21141,Kentucky,Logan County,2,2
21143,Kentucky,Lyon County,4,4
21145,Kentucky,McCracken County,2,2
21147,Kentucky,McCreary County,1,1
21149,Kentucky,McLean County,2,2
21151,Kentucky,Madison County,2,2
21153,Kentucky,Magoffin County,2,1
21155,Kentucky,Marion County,3,2
21157,Kentucky,Marshall County,2,2
21159,Kentucky,Martin County,3,3
21161,Kentucky,Mason County,2,2
21163,Kentucky,Meade County,3,3
21165,Kentucky,Menifee County,2,2
21167,Kentucky,Mercer County,3,3
21169,Kentucky,Metcalfe County,2,1
21171,Kentucky,Monroe County,2,2
21173,Kentucky,Montgomery County,2,2
21175,Kentucky,Morgan County,2,2
21177,Kentucky,Muhlenberg County,2,2
21179,Kentucky,Nelson County,3,3
21181,Kentucky,Nicholas County,2,2
21183,Kentucky,Ohio County,3,2
21185,Kentucky,Oldham County,3,2
21187,Kentucky,Owen County,4,4
21189,Kentucky,Owsley County,1,1
21191,Kentucky,Pendleton County,3,3
21193,Kentucky,Perry County,1,1
21195,Kentucky,Pike County,3,1
21197,Kentucky,Powell County,1,1
21199,Kentucky,Pulaski County,2,1
21201,Kentucky,Robertson County,3,3
21203,Kentucky,Rockcastle County,2,1
21205,Kentucky,Rowan County,2,2
21207,Kentucky,Russell County,2,2
21209,Kentucky,Scott County,4,3
21211,Kentucky,Shelby County,3,3
21213,Kentucky,Simpson County,3,2
21215,Kentucky,Spencer County,3,3
21217,Kentucky,Taylor County,2,2
21219,Kentucky,Todd County,2,2
21221,Kentucky,Trigg County,3,3
21223,Kentucky,Trimble County,3,3
21225,Kentucky,Union County,2,2
21227,Kentucky,Warren County,2,2
21229,Kentucky,Washington County,3,3
21231,Kentucky,Wayne County,3,1
21233,Kentucky,Webster County,4,4
21235,Kentucky,Whitley County,2,2
21237,Kentucky,Wolfe County,2,2
21239,Kentucky,Woodford County,3,3
22001,Louisiana,Acadia Parish,2,2
22003,Louisiana,Allen Parish,3,3
22005,Louisiana,Ascension Parish,3,3
22007,Louisiana,Assumption Parish,4,3
22009,Louisiana,Avoyelles Parish,3,3
22011,Louisiana,Beauregard Parish,3,3
22013,Louisiana,Bienville Parish,4,4
22015,Louisiana,Bossier Parish,3,3
22017,Louisiana,Caddo Parish,3,3
22019,Louisiana,Calcasieu Parish,3,3
22021,Louisiana,Caldwell Parish,3,3
22023,Louisiana,Cameron Parish,3,3
22025,Louisiana,Catahoula Parish,3,3
22027,Louisiana,Claiborne Parish,4,4
22029,Louisiana,Concordia Parish,4,4
22031,Louisiana,De Soto Parish,3,3
22033,Louisiana,East Baton Rouge Parish,4,3
22035,Louisiana,East Carroll Parish,4,4
22037,Louisiana,East Feliciana Parish,4,4
22039,Louisiana,Evangeline Parish,3,2
22041,Louisiana,Franklin Parish,3,3
22043,Louisiana,Grant Parish,4,3
22045,Louisiana,Iberia Parish,3,3
22047,Louisiana,Iberville Parish,4,4
22049,Louisiana,Jackson Parish,4,4
22051,Louisiana,Jefferson Parish,3,3
22053,Louisiana,Jefferson Davis Parish,3,2
22055,Louisiana,Lafayette Parish,2,1
22057,Louisiana,Lafourche Parish,3,3
22059,Louisiana,La Salle Parish,3,3
22061,Louisiana,Lincoln Parish,4,4
22063,Louisiana,Livingston Parish,3,3
22065,Louisiana,Madison Parish,4,4
22067,Louisiana,Morehouse Parish,4,4
22069,Louisiana,Natchitoches Parish,4,4
22071,Louisiana,Orleans Parish,3,1
22073,Louisiana,Ouachita Parish,4,4
22075,Louisiana,Plaquemines Parish,1,1
22077,Louisiana,Pointe Coupee Parish,4,4
22079,Louisiana,Rapides Parish,4,3
22081,Louisiana,Red River Parish,4,3
22083,Louisiana,Richland Parish,4,3
22085,Louisiana,Sabine Parish,4,3
22087,Louisiana,St. Bernard Parish,1,1
22089,Louisiana,St. Charles Parish,3,3
22091,Louisiana,St. Helena Parish,4,3
22093,Louisiana,St. James Parish,3,3
22095,Louisiana,St. John the Baptist Parish,3,3
22097,Louisiana,St. Landry Parish,3,3
22099,Louisiana,St. Martin Parish,4,3
22101,Louisiana,St. Mary Parish,3,3
22103,Louisiana,St. Tammany Parish,3,3
22105,Louisiana,Tangipahoa Parish,3,3
22107,Louisiana,Tensas Parish,4,4
22109,Louisiana,Terrebonne Parish,3,3
22111,Louisiana,Union Parish,4,4
22113,Louisiana,Vermilion Parish,3,3
22115,Louisiana,Vernon Parish,4,3
22117,Louisiana,Washington Parish,3,3
22119,Louisiana,Webster Parish,3,3
22121,Louisiana,West Baton Rouge Parish,4,4
22123,Louisiana,West Carroll Parish,4,1
22125,Louisiana,West Feliciana Parish,4,4
22127,Louisiana,Winn Parish,4,4
23001,Maine,Androscoggin County,3,3
23003,Maine,Aroostook County,1,1
23005,Maine,Cumberland County,4,2
23007,Maine,Franklin County,3,1
23009,Maine,Hancock County,2,1
23011,Maine,Kennebec County,3,3
23013,Maine,Knox County,3,2
23015,Maine,Lincoln County,3,3
23017,Maine,Oxford County,2,1
23019,Maine,Penobscot County,3,1
23021,Maine,Piscataquis County,3,1
23023,Maine,Sagadahoc County,3,3
23025,Maine,Somerset County,3,1
23027,Maine,Waldo County,3,3
23029,Maine,Washington County,1,1
23031,Maine,York County,4,2
24001,Maryland,Allegany County,4,4
24003,Maryland,Anne Arundel County,2,2
24005,Maryland,Baltimore County,3,3
24009,Maryland,Calvert County,3,3
24011,Maryland,Caroline County,2,2
24013,Maryland,Carroll County,4,4
24015,Maryland,Cecil County,3,3
24017,Maryland,Charles County,2,2
24019,Maryland,Dorchester County,3,2
24021,Maryland,Frederick County,4,4
24023,Maryland,Garrett County,4,4
24025,Maryland,Harford County,3,3
24027,Maryland,Howard County,3,0
24029,Maryland,Kent County,4,4
24031,Maryland,Montgomery County,3,3
24033,Maryland,Prince Georges County,2,2
24035,Maryland,Queen Annes County,3,3
24037,Maryland,St. Marys County,2,2
24039,Maryland,Somerset County,2,2
24041,Maryland,Talbot County,3,3
24043,Maryland,Washington County,4,4
24045,Maryland,Wicomico County,2,2
24047,Maryland,Worcester County,2,2
24510,Maryland,Baltimore City,0,0
25001,Massachusetts,Barnstable County,2,2
25003,Massachusetts,Berkshire County,4,2
25005,Massachusetts,Bristol County,2,2
25007,Massachusetts,Dukes County,3,3
25009,Massachusetts,Essex County,2,2
25011,Massachusetts,Franklin County,2,1
25013,Massachusetts,Hampden County,2,2
25015,Massachusetts,Hampshire County,1,1
25017,Massachusetts,Middlesex County,2,2
25019,Massachusetts,Nantucket County,3,3
25021,Massachusetts,Norfolk County,2,2
25023,Massachusetts,Plymouth County,2,2
25025,Massachusetts,Suffolk County,2,2
25027,Massachusetts,Worcester County,2,1
26001,Michigan,Alcona County,2,2
26003,Michigan,Alger County,1,1
26005,Michigan,Allegan County,2,2
26007,Michigan,Alpena County,3,3
26009,Michigan,Antrim County,3,3
26011,Michigan,Arenac County,4,4
26013,Michigan,Baraga County,1,1
26015,Michigan,Barry County,4,4
26017,Michigan,Bay County,1,1
26019,Michigan,Benzie County,2,2
26021,Michigan,Berrien County,2,2
26023,Michigan,Branch County,3,3
26025,Michigan,Calhoun County,4,4
26027,Michigan,Cass County,3,3
26029,Michigan,Charlevoix County,2,2
26031,Michigan,Cheboygan County,2,2
26033,Michigan,Chippewa County,1,1
26035,Michigan,Clare County,4,4
26037,Michigan,Clinton County,2,2
26039,Michigan,Crawford County,2,2
26041,Michigan,Delta County,3,3
26043,Michigan,Dickinson County,3,3
26045,Michigan,Eaton County,4,3
26047,Michigan,Emmet County,2,2
26049,Michigan,Genesee County,2,2
26051,Michigan,Gladwin County,4,4
26053,Michigan,Gogebic County,2,2
26055,Michigan,Grand Traverse County,2,2
26057,Michigan,Gratiot County,2,2
26059,Michigan,Hillsdale County,3,3
26061,Michigan,Houghton County,1,1
26063,Michigan,Huron County,2,2
26065,Michigan,Ingham County,3,3
26067,Michigan,Ionia County,4,4
26069,Michigan,Iosco County,4,3
26071,Michigan,Iron County,2,2
26073,Michigan,Isabella County,4,4
26075,Michigan,Jackson County,4,4
26077,Michigan,Kalamazoo County,3,3
26079,Michigan,Kalkaska County,2,2
26081,Michigan,Kent County,3,3
26083,Michigan,Keweenaw County,1,1
26085,Michigan,Lake County,4,4
26087,Michigan,Lapeer County,3,3
26089,Michigan,Leelanau County,2,2
26091,Michigan,Lenawee County,2,2
26093,Michigan,Livingston County,4,4
26095,Michigan,Luce County,1,1
26097,Michigan,Mackinac County,2,2
26099,Michigan,Macomb County,1,1
26101,Michigan,Manistee County,3,3
26103,Michigan,Marquette County,1,1
26105,Michigan,Mason County,4,4
26107,Michigan,Mecosta County,4,4
26109,Michigan,Menominee County,4,4
26111,Michigan,Midland County,3,3
26113,Michigan,Missaukee County,3,3
26115,Michigan,Monroe County,1,1
26117,Michigan,Montcalm County,4,4
26119,Michigan,Montmorency County,2,2
26121,Michigan,Muskegon County,2,2
26123,Michigan,Newaygo County,4,4
26125,Michigan,Oakland County,4,1
26127,Michigan,Oceana County,3,3
26129,Michigan,Ogemaw County,4,4
26131,Michigan,Ontonagon County,2,2
26133,Michigan,Osceola County,4,4
26135,Michigan,Oscoda County,2,2
26137,Michigan,Otsego County,1,1
26139,Michigan,Ottawa County,2,2
26141,Michigan,Presque Isle County,2,2
26143,Michigan,Roscommon County,3,3
26145,Michigan,Saginaw County,2,2
26147,Michigan,St. Clair County,3,2
26149,Michigan,St. Joseph County,3,3
26151,Michigan,Sanilac County,3,2
26153,Michigan,Schoolcraft County,1,1
26155,Michigan,Shiawassee County,3,3
26157,Michigan,Tuscola County,2,2
26159,Michigan,Van Buren County,2,2
26161,Michigan,Washtenaw County,4,3
26163,Michigan,Wayne County,1,1
26165,Michigan,Wexford County,3,3
27001,Minnesota,Aitkin County,2,2
27003,Minnesota,Anoka County,1,1
27005,Minnesota,Becker County,2,2
27007,Minnesota,Beltrami County,1,1
27009,Minnesota,Benton County,1,1
27011,Minnesota,Big Stone County,1,1
27013,Minnesota,Blue Earth County,1,1
27015,Minnesota,Brown County,1,1
27017,Minnesota,Carlton County,1,1
27019,Minnesota,Carver County,1,1
27021,Minnesota,Cass County,2,2
27023,Minnesota,Chippewa County,1,1
27025,Minnesota,Chisago County,1,1
27027,Minnesota,Clay County,1,1
27029,Minnesota,Clearwater County,2,2
27031,Minnesota,Cook County,1,1
27033,Minnesota,Cottonwood County,1,1
27035,Minnesota,Crow Wing County,2,2
27037,Minnesota,Dakota County,2,2
27039,Minnesota,Dodge County,1,1
27041,Minnesota,Douglas County,1,1
27043,Minnesota,Faribault County,1,1
27045,Minnesota,Fillmore County,2,2
27047,Minnesota,Freeborn County,1,1
27049,Minnesota,Goodhue County,2,2
27051,Minnesota,Grant County,1,1
27053,Minnesota,Hennepin County,2,2
27055,Minnesota,Houston County,2,2
27057,Minnesota,Hubbard County,1,1
27059,Minnesota,Isanti County,1,1
27061,Minnesota,Itasca County,2,1
27063,Minnesota,Jackson County,1,1
27065,Minnesota,Kanabec County,2,2
27067,Minnesota,Kandiyohi County,1,1
27069,Minnesota,Kittson County,1,1
27071,Minnesota,Koochiching County,1,1
27073,Minnesota,Lac qui Parle County,1,1
27075,Minnesota,Lake County,1,1
27077,Minnesota,Lake of the Woods County,1,1
27079,Minnesota,Le Sueur County,1,1
27081,Minnesota,Lincoln County,1,1
27083,Minnesota,Lyon County,1,1
27085,Minnesota,McLeod County,1,1
27087,Minnesota,Mahnomen County,1,1
27089,Minnesota,Marshall County,1,1
27091,Minnesota,Martin County,1,1
27093,Minnesota,Meeker County,1,1
27095,Minnesota,Mille Lacs County,2,2
27097,Minnesota,Morrison County,2,2
27099,Minnesota,Mower County,1,1
27101,Minnesota,Murray County,1,1
27103,Minnesota,Nicollet County,1,1
27105,Minnesota,Nobles County,1,1
27107,Minnesota,Norman County,1,1
27109,Minnesota,Olmsted County,2,2
27111,Minnesota,Otter Tail County,2,1
27113,Minnesota,Pennington County,1,1
27115,Minnesota,Pine County,2,2
27117,Minnesota,Pipestone County,1,1
27119,Minnesota,Polk County,1,1
27121,Minnesota,Pope County,1,1
27123,Minnesota,Ramsey County,2,2
27125,Minnesota,Red Lake County,1,1
27127,Minnesota,Redwood County,1,1
27129,Minnesota,Renville County,1,1
27131,Minnesota,Rice County,1,1
27133,Minnesota,Rock County,1,1
27135,Minnesota,Roseau County,1,1
27137,Minnesota,St. Louis County,1,1
27139,Minnesota,Scott County,1,1
27141,Minnesota,Sherburne County,1,1
27143,Minnesota,Sibley County,1,1
27145,Minnesota,Stearns County,1,1
27147,Minnesota,Steele County,1,1
27149,Minnesota,Stevens County,1,1
27151,Minnesota,Swift County,1,1
27153,Minnesota,Todd County,1,1
27155,Minnesota,Traverse County,1,1
27157,Minnesota,Wabasha County,2,2
27159,Minnesota,Wadena County,2,2
27161,Minnesota,Waseca County,1,1
27163,Minnesota,Washington County,2,2
27165,Minnesota,Watonwan County,1,1
27167,Minnesota,Wilkin County,1,1
27169,Minnesota,Winona County,2,2
27171,Minnesota,Wright County,1,1
27173,Minnesota,Yellow Medicine County,1,1
28001,Mississippi,Adams County,4,4
28003,Mississippi,Alcorn County,3,3
28005,Mississippi,Amite County,4,3
28007,Mississippi,Attala County,3,3
28009,Mississippi,Benton County,2,1
28011,Mississippi,Bolivar County,0,0
28013,Mississippi,Calhoun County,4,4
28015,Mississippi,Carroll County,4,4
28017,Mississippi,Chickasaw County,4,4
28019,Mississippi,Choctaw County,4,4
28021,Mississippi,Claiborne County,4,4
28023,Mississippi,Clarke County,4,4
28025,Mississippi,Clay County,4,4
28027,Mississippi,Coahoma County,0,0
28029,Mississippi,Copiah County,4,3
28031,Mississippi,Covington County,3,3
28033,Mississippi,DeSoto County,2,2
28035,Mississippi,Forrest County,4,2
28037,Mississippi,Franklin County,4,4
28039,Mississippi,George County,3,2
28041,Mississippi,Greene County,4,2
28043,Mississippi,Grenada County,4,4
28045,Mississippi,Hancock County,3,2
28047,Mississippi,Harrison County,2,2
28049,Mississippi,Hinds County,4,2
28051,Mississippi,Holmes County,4,0
28053,Mississippi,Humphreys County,0,0
28055,Mississippi,Issaquena County,4,0
28057,Mississippi,Itawamba County,4,4
28059,Mississippi,Jackson County,2,2
28061,Mississippi,Jasper County,4,4
28063,Mississippi,Jefferson County,4,4
28065,Mississippi,Jefferson Davis County,4,3
28067,Mississippi,Jones County,4,3
28069,Mississippi,Kemper County,4,4
28071,Mississippi,Lafayette County,4,4
28073,Mississippi,Lamar County,3,3
28075,Mississippi,Lauderdale County,4,4
28077,Mississippi,Lawrence County,4,3
28079,Mississippi,Leake County,3,3
28081,Mississippi,Lee County,4,3
28083,Mississippi,Leflore County,0,0
28085,Mississippi,Lincoln County,4,3
28087,Mississippi,Lowndes County,4,4
28089,Mississippi,Madison County,3,2
28091,Mississippi,Marion County,4,3
28093,Mississippi,Marshall County,3,2
28095,Mississippi,Monroe County,4,4
28097,Mississippi,Montgomery County,4,4
28099,Mississippi,Neshoba County,4,3
28101,Mississippi,Newton County,4,3
28103,Mississippi,Noxubee County,4,4
28105,Mississippi,Oktibbeha County,4,4
28107,Mississippi,Panola County,4,4
28109,Mississippi,Pearl River County,3,3
28111,Mississippi,Perry County,4,2
28113,Mississippi,Pike County,3,3
28115,Mississippi,Pontotoc County,4,4
28117,Mississippi,Prentiss County,4,3
28119,Mississippi,Quitman County,4,0
28121,Mississippi,Rankin County,2,2
28123,Mississippi,Scott County,3,3
28125,Mississippi,Sharkey County,0,0
28127,Mississippi,Simpson County,4,3
28129,Mississippi,Smith County,3,3
28131,Mississippi,Stone County,2,2
28133,Mississippi,Sunflower County,0,0
28135,Mississippi,Tallahatchie County,4,0
28137,Mississippi,Tate County,3,2
28139,Mississippi,Tippah County,3,3
28141,Mississippi,Tishomingo County,3,3
28143,Mississippi,Tunica County,1,0
28145,Mississippi,Union County,4,4
28147,Mississippi,Walthall County,3,3
28149,Mississippi,Warren County,4,0
28151,Mississippi,Washington County,3,0
28153,Mississippi,Wayne County,4,4
28155,Mississippi,Webster County,4,4
28157,Mississippi,Wilkinson County,4,4
28159,Mississippi,Winston County,4,4
28161,Mississippi,Yalobusha County,4,4
28163,Mississippi,Yazoo County,3,0
29001,Missouri,Adair County,2,2
29003,Missouri,Andrew County,1,1
29005,Missouri,Atchison County,2,1
29007,Missouri,Audrain County,2,2
29009,Missouri,Barry County,2,1
29011,Missouri,Barton County,1,1
29013,Missouri,Bates County,2,1
29015,Missouri,Benton County,2,2
29017,Missouri,Bollinger County,1,1
29019,Missouri,Boone County,2,2
29021,Missouri,Buchanan County,2,2
29023,Missouri,Butler County,1,1
29025,Missouri,Caldwell County,2,2
29027,Missouri,Callaway County,2,2
29029,Missouri,Camden County,2,2
29031,Missouri,Cape Girardeau County,2,1
29033,Missouri,Carroll County,2,2
29035,Missouri,Carter County,1,1
29037,Missouri,Cass County,2,1
29039,Missouri,Cedar County,1,1
29041,Missouri,Chariton County,2,2
29043,Missouri,Christian County,1,1
29045,Missouri,Clark County,2,2
29047,Missouri,Clay County,2,2
29049,Missouri,Clinton County,2,1
29051,Missouri,Cole County,2,2
29053,Missouri,Cooper County,2,2
29055,Missouri,Crawford County,2,1
29057,Missouri,Dade County,1,1
29059,Missouri,Dallas County,1,1
29061,Missouri,Daviess County,1,1
29063,Missouri,DeKalb County,1,1
29065,Missouri,Dent County,1,1
29067,Missouri,Douglas County,1,1
29069,Missouri,Dunklin County,1,1
29071,Missouri,Franklin County,2,2
29073,Missouri,Gasconade County,2,2
29075,Missouri,Gentry County,1,1
29077,Missouri,Greene County,1,1
29079,Missouri,Grundy County,1,1
29081,Missouri,Harrison County,1,1
29083,Missouri,Henry County,2,2
29085,Missouri,Hickory County,2,1
29087,Missouri,Holt County,2,1
29089,Missouri,Howard County,2,2
29091,Missouri,Howell County,3,2
29093,Missouri,Iron County,1,1
29095,Missouri,Jackson County,2,2
29097,Missouri,Jasper County,1,1
29099,Missouri,Jefferson County,1,1
29101,Missouri,Johnson County,2,2
29103,Missouri,Knox County,2,2
29105,Missouri,Laclede County,2,1
29107,Missouri,Lafayette County,2,1
29109,Missouri,Lawrence County,1,1
29111,Missouri,Lewis County,2,2
29113,Missouri,Lincoln County,2,2
29115,Missouri,Linn County,2,1
29117,Missouri,Livingston County,2,1
29119,Missouri,McDonald County,2,1
29121,Missouri,Macon County,2,2
29123,Missouri,Madison County,1,1
29125,Missouri,Maries County,2,2
29127,Missouri,Marion County,2,2
29129,Missouri,Mercer County,1,1
29131,Missouri,Miller County,2,2
29133,Missouri,Mississippi County,1,1
29135,Missouri,Moniteau County,2,2
29137,Missouri,Monroe County,2,1
29139,Missouri,Montgomery County,2,2
29141,Missouri,Morgan County,2,2
29143,Missouri,New Madrid County,1,1
29145,Missouri,Newton County,1,1
29147,Missouri,Nodaway County,1,1
29149,Missouri,Oregon County,3,2
29151,Missouri,Osage County,2,2
29153,Missouri,Ozark County,3,1
29155,Missouri,Pemiscot County,1,1
29157,Missouri,Perry County,1,1
29159,Missouri,Pettis County,2,2
29161,Missouri,Phelps County,2,1
29163,Missouri,Pike County,2,2
29165,Missouri,Platte County,2,2
